"fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality","type"
6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,6,"white"
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,"white"
6.8,0.24,0.37,7.45,0.043,59,188,0.99579,3.2,0.5,9.4,6,"white"
9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,5,"red"
5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,6,"white"
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,"red"
6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.3,7,"white"
6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6,6,"white"
8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,5,"red"
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6,"white"
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,"white"
5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,"white"
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6,"red"
8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,6,"white"
7.4,0.29,0.5,1.8,0.042,35,127,0.9937,3.45,0.5,10.2,7,"white"
6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,5,"white"
5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,"white"
6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5,"white"
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,"white"
7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,5,"white"
5.4,0.375,0.4,3.3,0.054,29,147,0.99482,3.42,0.52,9.1,5,"white"
7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,6,"white"
6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4,6,"white"
8.3,0.16,0.48,1.7,0.057,31,98,0.9943,3.15,0.41,10.3,6,"white"
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,"red"
7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,7,"white"
6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,6,"white"
6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3,6,"white"
6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,5,"red"
6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,5,"white"
7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3,5,"white"
8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,5,"red"
9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,9,"white"
6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7,"white"
11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5,"red"
7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,5,"red"
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,"white"
7.3,0.43,0.37,4.6,0.028,17,114,0.991,3.23,0.43,13.2,6,"white"
6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,5,"white"
10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5,"red"
7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,6,"white"
5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.3333333333333,5,"white"
5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,7,"white"
7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,6,"white"
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5,"red"
7.8,0.3,0.4,1.8,0.028,23,122,0.9914,3.14,0.39,10.9,7,"white"
6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,7,"white"
6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6,"white"
6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,5,"white"
11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,5,"red"
8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7,"white"
6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9,5,"white"
6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,"white"
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5,"red"
6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7,"white"
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,7,"red"
9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,6,"white"
7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6,"white"
8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,6,"red"
9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,6,"red"
7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7,"white"
6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,6,"white"
7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9,5,"white"
7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5,"red"
7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,5,"white"
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,"red"
7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1,7,"white"
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5,"red"
7.6,0.39,0.22,2.8,0.036,19,113,0.9926,3.03,0.29,10.2,5,"white"
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,"white"
7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,6,"white"
7.1,0.85,0.49,8.7,0.028,40,184,0.9962,3.22,0.36,10.7,5,"white"
7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6,"white"
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,"red"
7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13,6,"white"
5,0.24,0.34,1.1,0.034,49,158,0.98774,3.32,0.32,13.1,7,"white"
9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6,"white"
6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6,"white"
6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6,"white"
6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,5,"white"
9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6,"red"
6.6,0.41,0.24,4.9,0.158,47,144,0.99471,3.17,0.49,9.4,5,"white"
8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,6,"red"
6.7,0.24,0.26,5.4,0.03,15,94,0.99045,3.15,0.38,12.7,6,"white"
8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5,"white"
6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,7,"white"
7.3,0.13,0.32,14.4,0.051,34,109,0.9974,3.2,0.35,9.2,6,"white"
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,"white"
10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8,"red"
6.8,0.24,0.29,9.5,0.042,56,157,0.99586,3.11,0.51,10.1,6,"white"
12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,"red"
9.2,0.35,0.39,0.9,0.042,15,61,0.9924,2.96,0.28,10.4,4,"white"
7.5,0.15,0.38,1.8,0.054,19,101,0.9946,3.24,0.44,10,5,"white"
6.9,0.23,0.34,4,0.047,24,128,0.9944,3.2,0.52,9.7,6,"white"
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6,"red"
6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,4,"red"
5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6,"white"
6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,"white"
7.7,0.28,0.58,12.1,0.046,60,177,0.9983,3.08,0.46,8.9,5,"white"
6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4,6,"white"
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,"red"
6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,"white"
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,"red"
7.5,0.14,0.74,1.6,0.035,21,126,0.9933,3.26,0.45,10.2,6,"white"
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,"white"
13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,6,"red"
7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6,"white"
6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5,"red"
7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,6,"white"
6,0.2,0.32,3,0.031,26,118,0.99134,3.38,0.68,11.2,7,"white"
6.8,0.22,0.31,1.4,0.053,34,114,0.9929,3.39,0.77,10.6,6,"white"
9.8,0.93,0.45,8.6,0.052,34,187,0.9994,3.12,0.59,10.2,4,"white"
5.3,0.21,0.29,0.7,0.028,11,66,0.99215,3.3,0.4,9.8,5,"white"
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,"white"
6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,5,"white"
7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,"white"
5.8,0.345,0.15,10.8,0.033,26,120,0.99494,3.25,0.49,10,6,"white"
8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,5,"red"
7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,6,"white"
7.1,0.35,0.24,15.4,0.055,46,198,0.9988,3.12,0.49,8.8,5,"white"
9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,6,"red"
5.3,0.24,0.33,1.3,0.033,25,97,0.9906,3.59,0.38,11,8,"white"
6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4,5,"white"
6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,6,"white"
6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,6,"white"
7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,7,"white"
6.2,0.36,0.32,4,0.036,44,92,0.98936,3.2,0.5,13.3,7,"white"
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,6,"red"
6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,4,"white"
7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,"white"
8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,6,"white"
8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6,"white"
7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6,"white"
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,"white"
5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,5,"white"
5.4,0.45,0.27,6.4,0.033,20,102,0.98944,3.22,0.27,13.4,8,"white"
8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7,"white"
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,"red"
5.5,0.32,0.45,4.9,0.028,25,191,0.9922,3.51,0.49,11.5,7,"white"
7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,5,"white"
6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5,"white"
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,"red"
7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,6,"red"
7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,6,"white"
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7,"white"
6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,6,"white"
5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6,"white"
7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6,"white"
7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,"white"
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6,"red"
7.5,0.28,0.33,7.7,0.048,42,180,0.9974,3.37,0.59,10.1,6,"white"
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,"white"
10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,5,"red"
6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6,"white"
7.4,0.33,0.44,7.6,0.05,40,227,0.99679,3.12,0.52,9,5,"white"
6.3,0.2,0.26,1.6,0.027,36,141,0.99268,3.53,0.56,10.8,6,"white"
7.8,0.88,0,2.6,0.098,25,67,0.9968,3.2,0.68,9.8,5,"red"
11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,6,"red"
6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,6,"white"
7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6,"white"
7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5,6,"white"
9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,6,"red"
6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,"white"
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,"white"
9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6,"red"
8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6,"white"
10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6,"red"
6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6,"white"
7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,6,"white"
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,"red"
7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,7,"white"
6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6,"white"
8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6,"white"
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,"white"
6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7,"white"
9.7,0.24,0.45,1.2,0.033,11,59,0.9926,2.74,0.47,10.8,6,"white"
6.4,0.34,0.44,8.2,0.043,54,201,0.99551,3.18,0.48,9.5,5,"white"
7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5,"red"
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,"white"
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,"white"
7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,7,"white"
5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6,"white"
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,"white"
6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,5,"white"
7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,7,"white"
7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4,6,"white"
6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,6,"white"
7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,5,"white"
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,"red"
6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6,"white"
6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,5,"white"
6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,6,"white"
6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,5,"white"
5.9,0.35,0.47,2.2,0.11,14,138,0.9932,3.09,0.5,9.1,5,"white"
6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,5,"white"
